Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,acceptability_threshold,dim_data,drifting_clients,filename,ideal_cluster_num,ideal_cluster_num_deviation,initial_points_per_generator,m,max_iter_global,max_iter_local,mean_max_val,mean_min_val,n_clients,n_generators_per_client,n_repeats,n_time_steps,n_unused_client_generators,next_timestep_new_points_per_generator,num_clusters_used,ratio_drifted_clients,ratio_new_data_distribution,ratio_unused_client_generators,run_mode,tol_global,tol_local,drift_detected_counter,initial_global_db_max,initial_global_db_mean,initial_global_db_median,initial_global_db_min,initial_global_db_std,true_positive_rate
2024-01-11 07:43:21,266ms,15872142187c467f8fa1de56096b2832,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,15,0.5,0.9,0.1,global_drift_unused_generators,0.01,0.001,130,23143.06205096886,17908.63241764528,18597.35943944528,11668.704457491116,3441.135660381486,0.65
2024-01-11 07:42:43,276ms,d87e2cd33662401ba4d05ff4f5b0061b,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,15,0.5,0.5,0.1,global_drift_unused_generators,0.01,0.001,67,24671.99925919079,16981.90900851322,16486.556855999912,11183.59984270507,3202.2247478133695,0.335
2024-01-11 07:42:05,266ms,ce84422dc9904317a75c73139bb2067b,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,15,0.5,0.1,0.1,global_drift_unused_generators,0.01,0.001,0,23790.269969007695,18576.989881796086,18878.27400009274,12348.385297466652,3049.875443720776,0
2024-01-11 07:41:27,261ms,79f7742a8a5440d7886aa3b751b7a2a6,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,9,100,10,0.5,1.0,0.9,global_drift_unused_generators,0.01,0.001,200,0.23773303673799906,0.2204876948366122,0.220134799918057,0.2113578416684271,0.006081416674023354,1
2024-01-11 07:41:12,260ms,0edbf167d82b4961b863a8f77213dfaf,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,9,100,10,0.5,0.9,0.9,global_drift_unused_generators,0.01,0.001,62,0.2422533598752529,0.22528062817530503,0.22447714487889492,0.21125351263278014,0.007747853206592853,0.31
2024-01-11 07:40:57,261ms,56aea9a769a04cc389a222772a5d466e,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,9,100,10,0.5,0.5,0.9,global_drift_unused_generators,0.01,0.001,200,0.23263123980691183,0.2219032586693747,0.22001999628554533,0.21295508507209077,0.004935889241914876,1
2024-01-11 07:40:42,264ms,572a327da36449ab8fc4fdc8822722b3,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,9,100,10,0.5,0.1,0.9,global_drift_unused_generators,0.01,0.001,161,0.23925998523951328,0.2231754596406549,0.21970628312078172,0.21234316241668671,0.007641085092128388,0.805
2024-01-11 07:40:26,267ms,1b1019d46b9d45059c2419681eb6365a,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,5,100,10,0.5,1.0,0.5,global_drift_unused_generators,0.01,0.001,200,0.23410895713147667,0.22313517139462252,0.2220549710205465,0.21055171210670273,0.006067827069702041,1
2024-01-11 07:40:11,283ms,87f989d0df4e4c3aa25a415eb2af7c9c,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,5,100,10,0.5,0.9,0.5,global_drift_unused_generators,0.01,0.001,200,0.24245880483551413,0.22328140396187668,0.2210213831839574,0.21474937739186775,0.006776118563448043,1
2024-01-11 07:39:56,270ms,8455146599864ef18d34c79d30fed0a9,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,5,100,10,0.5,0.5,0.5,global_drift_unused_generators,0.01,0.001,200,0.2396346895085148,0.2240916338765365,0.22385595880349085,0.21244780476133623,0.005539626019816535,1
2024-01-11 07:39:41,277ms,ebfa4a08863a481396a0cb7284fe4202,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,5,100,10,0.5,0.1,0.5,global_drift_unused_generators,0.01,0.001,0,0.24572180247952305,0.22396974073174003,0.22259656316962456,0.2111392474624343,0.0073704225059871495,0
2024-01-11 07:39:25,264ms,f008b6c2a37e4d598217c30e57e07273,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.0,1000,2,10,50,5,-5,10,1,20,10,1,100,10,0.5,1.0,0.1,global_drift_unused_generators,0.01,0.001,181,0.2362144266684103,0.22538246900812312,0.22591086978921363,0.210564751427447,0.007824374514561732,0.905
